[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       34    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:378(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:630(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grange.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hello.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hello.py:28(HelloCompat)
        1    0.000    0.000    0.000    0.000 hello.py:64(Hello)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.002    0.002 helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 helpers.py:273(_handle_reauth)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.017    0.008 http11.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:307(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 http11.py:41(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 http11.py:48(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 http11.py:48(HTTP11Connection)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:157(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:157(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:219(AsyncTunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:219(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(HTTPProxy)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:293(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image_d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image_d.py:10(ImageData)
        1    0.000    0.000    0.000    0.000 image_d.py:11(__init__)
        1    0.000    0.000    0.000    0.000 image_d.py:4(DescriptorType)
        1    0.000    0.000    0.460    0.460 img_proccessing.py:1(<module>)
        1    0.000    0.000    0.275    0.275 img_proccessing.py:102(get_image_data)
      152    0.071    0.000    2.073    0.014 img_proccessing.py:46(compare_sift_descriprtors)
        1    0.000    0.000    0.000    0.000 immutable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 immutable.py:9(Dict)
        1    0.000    0.000    0.037    0.037 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:262(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:530(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:537(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:569(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:717(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:761(__init__)
        1    0.000    0.000    0.001    0.001 inet.py:1(<module>)
       32    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
       34    0.000    0.000    0.000    0.000 inspect.py:1351(repl)
       24    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
       16    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        8    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
        8    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        8    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
        8    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
       31    0.000    0.000    0.001    0.000 inspect.py:2280(_signature_from_function)
    46/38    0.000    0.000    0.002    0.000 inspect.py:2375(_signature_from_callable)
      117    0.000    0.000    0.001    0.000 inspect.py:2637(__init__)
      141    0.000    0.000    0.000    0.000 inspect.py:2687(name)
       19    0.000    0.000    0.000    0.000 inspect.py:2691(default)
       88    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
       24    0.000    0.000    0.001    0.000 inspect.py:2721(__str__)
       70    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       39    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
      148    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
       38    0.000    0.000    0.002    0.000 inspect.py:2998(from_callable)
       16    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       16    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        8    0.000    0.000    0.000    0.000 inspect.py:3014(replace)
        8    0.000    0.000    0.001    0.000 inspect.py:3206(__str__)
       38    0.000    0.000    0.002    0.000 inspect.py:3252(signature)
        8    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
       46    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
       46    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
       31    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       28    0.001    0.000    0.001    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 int64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 int64.py:20(Int64)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(RequestInterface)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(AsyncConnectionInterface)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        9    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1199(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1383(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1450(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1465(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1532(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1606(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1878(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2087(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2162(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2178(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2254(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipv4.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipv6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.031    0.031 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        1    0.000    0.000    0.000    0.000 load_config_py3.py:1(<module>)
        2    0.000    0.000    0.001    0.000 load_config_py3.py:6(exec_file_wrapper)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 locks.py:220(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:333(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:424(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:73(_TokenWrapper)
        1    0.000    0.000    0.000    0.000 lowlevel.py:79(_NoValueSet)
        1    0.000    0.000    0.000    0.000 lowlevel.py:83(RunvarToken)
        1    0.000    0.000    0.000    0.000 lowlevel.py:92(RunVar)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 max_key.py:1(<module>)
        1    0.000    0.000    0.000    0.000 max_key.py:19(MaxKey)
        1    0.000    0.000    0.000    0.000 max_staleness_selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:174(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 memory.py:24(MemoryObjectStreamStatistics)
        1    0.000    0.000    0.000    0.000 memory.py:35(MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 memory.py:59(MemoryObjectReceiveStream)
        3    0.000    0.000    0.028    0.009 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:102(NoPreviousName)
        1    0.000    0.000    0.000    0.000 message.py:1037(_WireReader)
        1    0.000    0.000    0.012    0.012 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:106(MessageSection)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:119(MessageError)
        1    0.000    0.000    0.000    0.000 message.py:1254(_OpReply)
        1    0.000    0.000    0.000    0.000 message.py:1337(_TextReader)
        1    0.000    0.000    0.000    0.000 message.py:1364(_OpMsg)
        1    0.000    0.000    0.000    0.000 message.py:140(Message)
        1    0.000    0.000    0.000    0.000 message.py:242(_Query)
        1    0.000    0.000    0.000    0.000 message.py:423(_GetMore)
        1    0.000    0.000    0.000    0.000 message.py:45(ShortHeader)
        1    0.000    0.000    0.000    0.000 message.py:49(TrailingJunk)
        1    0.000    0.000    0.000    0.000 message.py:53(UnknownHeaderField)
        1    0.000    0.000    0.000    0.000 message.py:537(_RawBatchQuery)
        1    0.000    0.000    0.000    0.000 message.py:549(_RawBatchGetMore)
        1    0.000    0.000    0.000    0.000 message.py:561(_CursorAddress)
        1    0.000    0.000    0.000    0.000 message.py:58(BadEDNS)
        1    0.000    0.000    0.000    0.000 message.py:63(BadTSIG)
        1    0.000    0.000    0.000    0.000 message.py:68(UnknownTSIGKey)
        1    0.000    0.000    0.000    0.000 message.py:72(Truncated)
        1    0.000    0.000    0.000    0.000 message.py:796(_BulkWriteContext)
        1    0.000    0.000    0.000    0.000 message.py:893(ChainingResult)
        1    0.000    0.000    0.000    0.000 message.py:90(NotQueryResponse)
        1    0.000    0.000    0.000    0.000 message.py:925(QueryMessage)
        1    0.000    0.000    0.000    0.000 message.py:94(ChainTooLong)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 message.py:98(AnswerForNXDOMAIN)
        1    0.000    0.000    0.000    0.000 message.py:982(_EncryptedBulkWriteContext)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 min_key.py:1(<module>)
        1    0.000    0.000    0.000    0.000 min_key.py:19(MinKey)
        2    0.000    0.000    0.001    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:12(_LoopBoundMixin)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:10(MockTransport)
        1    0.000    0.000    0.000    0.000 mock.py:118(AsyncMockBackend)
        1    0.000    0.000    0.000    0.000 mock.py:15(MockSSLObject)
        1    0.000    0.000    0.000    0.000 mock.py:23(MockStream)
        1    0.000    0.000    0.000    0.000 mock.py:57(MockBackend)
        1    0.000    0.000    0.000    0.000 mock.py:84(AsyncMockStream)
        1    0.000    0.000    0.199    0.199 mongo_client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mongo_client.py:122(MongoClient)
        1    0.000    0.000    0.000    0.000 mongo_client.py:2126(_MongoClientErrorHandler)
        1    0.000    0.000    0.001    0.001 monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monitor.py:101(Monitor)
        1    0.000    0.000    0.000    0.000 monitor.py:285(SrvMonitor)
        1    0.000    0.000    0.000    0.000 monitor.py:340(_RttMonitor)
        1    0.000    0.000    0.000    0.000 monitor.py:40(MonitorBase)
        1    0.000    0.000    0.001    0.001 monitoring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:1025(ConnectionCheckOutStartedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1038(ConnectionCheckOutFailedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1068(ConnectionCheckedOutEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1082(ConnectionCheckedInEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1096(_ServerEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1123(ServerDescriptionChangedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1164(ServerOpeningEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1173(ServerClosedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1182(TopologyEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1199(TopologyDescriptionChangedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1240(TopologyOpenedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1249(TopologyClosedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1258(_ServerHeartbeatEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1277(ServerHeartbeatStartedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1286(ServerHeartbeatSucceededEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1332(ServerHeartbeatFailedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:1379(_EventListeners)
        1    0.000    0.000    0.000    0.000 monitoring.py:216(_EventListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:220(CommandListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:252(ConnectionPoolListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:383(ServerHeartbeatListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:417(TopologyListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:450(ServerListener)
        1    0.000    0.000    0.000    0.000 monitoring.py:557(_CommandEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:605(CommandStartedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:664(CommandSucceededEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:723(CommandFailedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:780(_PoolEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:799(PoolCreatedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:824(PoolReadyEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:837(PoolClearedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:868(PoolClosedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:881(ConnectionClosedReason)
        1    0.000    0.000    0.000    0.000 monitoring.py:902(ConnectionCheckOutFailedReason)
        1    0.000    0.000    0.000    0.000 monitoring.py:921(_ConnectionEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:940(_ConnectionIdEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:958(ConnectionCreatedEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:975(ConnectionReadyEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:989(ConnectionClosedEvent)
        1    0.000    0.000    0.018    0.018 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.005    0.005 name.py:1(<module>)
        1    0.000    0.000    0.000    0.000 name.py:100(LabelTooLong)
        1    0.000    0.000    0.000    0.000 name.py:104(AbsoluteConcatenation)
        1    0.000    0.000    0.000    0.000 name.py:109(NoParent)
        1    0.000    0.000    0.000    0.000 name.py:114(NoIDNA2008)
        1    0.000    0.000    0.000    0.000 name.py:119(IDNAException)
        1    0.000    0.000    0.000    0.000 name.py:164(IDNACodec)
        6    0.000    0.000    0.000    0.000 name.py:167(__init__)
        1    0.000    0.000    0.000    0.000 name.py:188(IDNA2003Codec)
        2    0.000    0.000    0.000    0.000 name.py:191(__init__)
        1    0.000    0.000    0.000    0.000 name.py:224(IDNA2008Codec)
        4    0.000    0.000    0.000    0.000 name.py:227(__init__)
       15    0.000    0.000    0.000    0.000 name.py:308(_validate_labels)
       34    0.000    0.000    0.000    0.000 name.py:338(_maybe_convert_to_binary)
        1    0.000    0.000    0.000    0.000 name.py:351(Name)
       15    0.000    0.000    0.000    0.000 name.py:363(__init__)
       15    0.000    0.000    0.000    0.000 name.py:366(<listcomp>)
       19    0.000    0.000    0.000    0.000 name.py:400(__hash__)
        1    0.000    0.000    0.000    0.000 name.py:41(NameRelation)
        1    0.000    0.000    0.000    0.000 name.py:75(EmptyLabel)
        1    0.000    0.000    0.000    0.000 name.py:79(BadEscape)
        1    0.000    0.000    0.000    0.000 name.py:83(BadPointer)
        1    0.000    0.000    0.000    0.000 name.py:87(BadLabelType)
        1    0.000    0.000    0.000    0.000 name.py:91(NeedAbsoluteNameOrOrigin)
       13    0.000    0.000    0.000    0.000 name.py:931(is_all_ascii)
       13    0.000    0.000    0.000    0.000 name.py:938(from_text)
        1    0.000    0.000    0.000    0.000 name.py:96(NameTooLong)
        1    0.000    0.000    0.170    0.170 nameserver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nameserver.py:11(Nameserver)
        1    0.000    0.000    0.000    0.000 nameserver.py:160(DoHNameserver)
        1    0.000    0.000    0.000    0.000 nameserver.py:223(DoTNameserver)
        1    0.000    0.000    0.000    0.000 nameserver.py:273(DoQNameserver)
        1    0.000    0.000    0.000    0.000 nameserver.py:56(AddressAndPortNameserver)
        1    0.000    0.000    0.000    0.000 nameserver.py:79(Do53Nameserver)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.003    0.003 network.py:1(<module>)
        1    0.000    0.000    0.001    0.001 node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node.py:318(ImmutableNode)
        1    0.000    0.000    0.000    0.000 node.py:48(NodeKind)
        1    0.000    0.000    0.000    0.000 node.py:72(Node)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.002    0.002 ntpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:136(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.022    0.022 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 objectid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objectid.py:40(_random_bytes)
        1    0.000    0.000    0.000    0.000 objectid.py:45(ObjectId)
        1    0.000    0.000    0.000    0.000 opcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:24(Opcode)
        1    0.000    0.000    0.000    0.000 opcode.py:45(UnknownOpcode)
        1    0.000    0.000    0.001    0.001 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operations.py:118(DeleteMany)
        1    0.000    0.000    0.000    0.000 operations.py:174(ReplaceOne)
        1    0.000    0.000    0.000    0.000 operations.py:255(_UpdateOp)
        1    0.000    0.000    0.000    0.000 operations.py:30(InsertOne)
        1    0.000    0.000    0.000    0.000 operations.py:312(UpdateOne)
        1    0.000    0.000    0.000    0.000 operations.py:370(UpdateMany)
        1    0.000    0.000    0.000    0.000 operations.py:428(IndexModel)
        1    0.000    0.000    0.000    0.000 operations.py:62(DeleteOne)
        3    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
       16    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.017    0.017 overrides.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      317    0.002    0.000    0.013    0.000 overrides.py:142(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:177(decorator)
