[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat.py:75(_ContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.002    0.002 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:195(Timeout)
        2    0.000    0.000    0.000    0.000 _config.py:209(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:282(Limits)
        1    0.000    0.000    0.000    0.000 _config.py:296(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:324(Proxy)
        1    0.000    0.000    0.000    0.000 _config.py:39(UnsetType)
        1    0.000    0.000    0.002    0.002 _config.py:57(SSLConfig)
        1    0.000    0.000    0.014    0.014 _connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        1    0.000    0.000    0.000    0.000 _connection.py:40(NEED_DATA)
        1    0.000    0.000    0.000    0.000 _connection.py:44(PAUSED)
        1    0.000    0.000    0.006    0.006 _content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _content.py:31(ByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:42(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:92(UnattachedStream)
        1    0.000    0.000    0.029    0.029 _csot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csot.py:126(MovingMinimum)
        1    0.000    0.000    0.000    0.000 _csot.py:60(_TimeoutContext)
       15    0.000    0.000    0.000    0.000 _csot.py:96(apply)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.180    0.180 _ddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ddr.py:26(_SVCBInfo)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:140(MultiDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:15(ContentDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:165(ByteChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:204(TextChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:23(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:243(TextDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:258(LineDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:64(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:87(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.010    0.010 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:81(_SupportsDType)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        1    0.000    0.000    0.000    0.000 _events.py:175(InformationalResponse)
        1    0.000    0.000    0.000    0.000 _events.py:217(Response)
        1    0.000    0.000    0.000    0.000 _events.py:259(Data)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 _events.py:32(Event)
        1    0.000    0.000    0.000    0.000 _events.py:357(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        4    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:100(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:114(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:126(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:13(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:135(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:149(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:155(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:161(CloseError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:170(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:176(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:184(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:190(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:20(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:200(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:211(DecodingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:217(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:226(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:241(InvalidURL)
        1    0.000    0.000    0.000    0.000 _exceptions.py:250(CookieConflict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:267(StreamError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:27(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:279(StreamConsumed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:297(StreamClosed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:310(ResponseNotRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:320(RequestNotRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(HTTPError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:43(EndOfStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:45(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:47(ExceptionGroup)
        1    0.000    0.000    0.000    0.000 _exceptions.py:49(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:6(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:68(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(RequestError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:86(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:91(TransportError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(WouldBlock)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.030    0.030 _fileio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:210(_PathIterator)
        1    0.000    0.000    0.000    0.000 _fileio.py:222(Path)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.002    0.002 _headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _immutable_ctx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _immutable_ctx.py:13(_Immutable)
       15    0.000    0.000    0.000    0.000 _immutable_ctx.py:22(__setattr__)
       30    0.000    0.000    0.002    0.000 _immutable_ctx.py:35(_immutable_init)
       15    0.000    0.000    0.000    0.000 _immutable_ctx.py:36(nf)
       22    0.000    0.000    0.002    0.000 _immutable_ctx.py:48(immutable)
        8    0.000    0.000    0.001    0.000 _immutable_ctx.py:58(ncls)
       15    0.000    0.000    0.000    0.000 _immutable_ctx.py:62(__init__)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _impl.py:11(_ThreadLocal)
        1    0.000    0.000    0.000    0.000 _impl.py:21(AsyncLibraryNotFoundError)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      605    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      586    0.002    0.000    0.003    0.000 _inspect.py:65(getargs)
      605    0.001    0.000    0.005    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.007    0.007 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:616(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
        2    0.000    0.000    0.024    0.012 _models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1009(Cookies)
        1    0.000    0.000    0.000    0.000 _models.py:1014(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1175(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 _models.py:1193(_CookieCompatResponse)
        1    0.000    0.000    0.000    0.000 _models.py:127(keys)
        1    0.000    0.000    0.000    0.000 _models.py:128(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _models.py:147(ByteStream)
        1    0.000    0.000    0.000    0.000 _models.py:166(Origin)
        1    0.000    0.000    0.000    0.000 _models.py:187(URL)
        1    0.000    0.000    0.000    0.000 _models.py:199(update)
        1    0.000    0.000    0.000    0.000 _models.py:307(Request)
        1    0.000    0.000    0.000    0.000 _models.py:320(Request)
        1    0.000    0.000    0.000    0.000 _models.py:359(Response)
        1    0.000    0.000    0.000    0.000 _models.py:445(Response)
        1    0.000    0.000    0.000    0.000 _models.py:56(Headers)
